Season,RoundNumber,RaceName,Driver,Team,NumPitStops,FirstPitStopLap,TireSequence,StartCompound,EndCompound
2025,20,Mexico City Grand Prix,ANT,Mercedes,2,22,SOFT -> MEDIUM -> SOFT,SOFT,SOFT
2025,20,Mexico City Grand Prix,RUS,Mercedes,2,25,SOFT -> MEDIUM -> SOFT,SOFT,SOFT
2025,20,Mexico City Grand Prix,HAD,Racing Bulls,1,34,MEDIUM -> SOFT,MEDIUM,SOFT
2025,20,Mexico City Grand Prix,LAW,Racing Bulls,1,2,SOFT -> HARD,SOFT,HARD
2025,20,Mexico City Grand Prix,TSU,Red Bull Racing,1,36,MEDIUM -> SOFT,MEDIUM,SOFT
2025,20,Mexico City Grand Prix,VER,Red Bull Racing,1,37,MEDIUM -> SOFT,MEDIUM,SOFT
2025,20,Mexico City Grand Prix,ALB,Williams,1,41,HARD -> SOFT,HARD,SOFT
2025,20,Mexico City Grand Prix,SAI,Williams,3,17,MEDIUM -> SOFT -> SOFT -> SOFT,MEDIUM,SOFT
2025,21,São Paulo Grand Prix,COL,Alpine,2,29,MEDIUM -> SOFT -> MEDIUM,MEDIUM,MEDIUM
2025,21,São Paulo Grand Prix,GAS,Alpine,2,18,SOFT -> MEDIUM -> MEDIUM,SOFT,MEDIUM
2025,21,São Paulo Grand Prix,ALO,Aston Martin,2,28,HARD -> MEDIUM -> MEDIUM,HARD,MEDIUM
2025,21,São Paulo Grand Prix,STR,Aston Martin,2,29,HARD -> MEDIUM -> MEDIUM,HARD,MEDIUM
2025,21,São Paulo Grand Prix,HAM,Ferrari,3,2,SOFT -> HARD -> MEDIUM -> MEDIUM,SOFT,MEDIUM
2025,21,São Paulo Grand Prix,LEC,Ferrari,0,,MEDIUM,MEDIUM,MEDIUM
2025,21,São Paulo Grand Prix,BEA,Haas F1 Team,2,17,SOFT -> MEDIUM -> MEDIUM,SOFT,MEDIUM
2025,21,São Paulo Grand Prix,OCO,Haas F1 Team,2,8,HARD -> MEDIUM -> MEDIUM,HARD,MEDIUM
2025,21,São Paulo Grand Prix,BOR,Kick Sauber,0,,SOFT,SOFT,SOFT
2025,21,São Paulo Grand Prix,HUL,Kick Sauber,1,36,MEDIUM -> SOFT,MEDIUM,SOFT
2025,21,São Paulo Grand Prix,NOR,McLaren,2,30,MEDIUM -> SOFT -> MEDIUM,MEDIUM,MEDIUM
2025,21,São Paulo Grand Prix,PIA,McLaren,2,38,MEDIUM -> SOFT -> MEDIUM,MEDIUM,MEDIUM
2025,21,São Paulo Grand Prix,ANT,Mercedes,2,21,SOFT -> MEDIUM -> MEDIUM,SOFT,MEDIUM
2025,21,São Paulo Grand Prix,RUS,Mercedes,2,34,MEDIUM -> SOFT -> MEDIUM,MEDIUM,MEDIUM
2025,21,São Paulo Grand Prix,HAD,Racing Bulls,2,18,SOFT -> MEDIUM -> MEDIUM,SOFT,MEDIUM
2025,21,São Paulo Grand Prix,LAW,Racing Bulls,1,19,SOFT -> MEDIUM,SOFT,MEDIUM
2025,21,São Paulo Grand Prix,TSU,Red Bull Racing,3,2,HARD -> MEDIUM -> MEDIUM -> MEDIUM,HARD,MEDIUM
2025,21,São Paulo Grand Prix,VER,Red Bull Racing,3,7,HARD -> MEDIUM -> MEDIUM -> SOFT,HARD,SOFT
2025,21,São Paulo Grand Prix,ALB,Williams,2,35,MEDIUM -> SOFT -> MEDIUM,MEDIUM,MEDIUM
2025,21,São Paulo Grand Prix,SAI,Williams,2,17,SOFT -> MEDIUM -> MEDIUM,SOFT,MEDIUM
2025,22,Las Vegas Grand Prix,COL,Alpine,1,25,HARD -> MEDIUM,HARD,MEDIUM
2025,22,Las Vegas Grand Prix,GAS,Alpine,1,2,MEDIUM -> HARD,MEDIUM,HARD
2025,22,Las Vegas Grand Prix,ALO,Aston Martin,1,16,MEDIUM -> HARD,MEDIUM,HARD
2025,22,Las Vegas Grand Prix,STR,Aston Martin,0,,MEDIUM,MEDIUM,MEDIUM
2025,22,Las Vegas Grand Prix,HAM,Ferrari,1,29,HARD -> MEDIUM,HARD,MEDIUM
2025,22,Las Vegas Grand Prix,LEC,Ferrari,1,24,MEDIUM -> HARD,MEDIUM,HARD
2025,22,Las Vegas Grand Prix,BEA,Haas F1 Team,1,17,MEDIUM -> HARD,MEDIUM,HARD
2025,22,Las Vegas Grand Prix,OCO,Haas F1 Team,1,27,MEDIUM -> HARD,MEDIUM,HARD
2025,22,Las Vegas Grand Prix,BOR,Kick Sauber,1,1,HARD -> MEDIUM,HARD,MEDIUM
2025,22,Las Vegas Grand Prix,HUL,Kick Sauber,1,30,HARD -> MEDIUM,HARD,MEDIUM
2025,22,Las Vegas Grand Prix,NOR,McLaren,1,22,MEDIUM -> HARD,MEDIUM,HARD
2025,22,Las Vegas Grand Prix,PIA,McLaren,1,21,MEDIUM -> HARD,MEDIUM,HARD
2025,22,Las Vegas Grand Prix,ANT,Mercedes,1,2,SOFT -> HARD,SOFT,HARD
2025,22,Las Vegas Grand Prix,RUS,Mercedes,1,17,MEDIUM -> HARD,MEDIUM,HARD
2025,22,Las Vegas Grand Prix,HAD,Racing Bulls,1,20,MEDIUM -> HARD,MEDIUM,HARD
2025,22,Las Vegas Grand Prix,LAW,Racing Bulls,2,2,MEDIUM -> HARD -> HARD,MEDIUM,HARD
2025,22,Las Vegas Grand Prix,TSU,Red Bull Racing,2,1,MEDIUM -> HARD -> MEDIUM,MEDIUM,MEDIUM
2025,22,Las Vegas Grand Prix,VER,Red Bull Racing,1,25,MEDIUM -> HARD,MEDIUM,HARD
2025,22,Las Vegas Grand Prix,ALB,Williams,3,13,HARD -> MEDIUM -> HARD -> MEDIUM,HARD,MEDIUM
2025,22,Las Vegas Grand Prix,SAI,Williams,1,22,MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,COL,Alpine,2,7,HARD -> MEDIUM -> MEDIUM,HARD,MEDIUM
2025,23,Qatar Grand Prix,GAS,Alpine,2,7,MEDIUM -> HARD -> MEDIUM,MEDIUM,MEDIUM
2025,23,Qatar Grand Prix,ALO,Aston Martin,2,7,MEDIUM -> MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,STR,Aston Martin,3,7,MEDIUM -> MEDIUM -> MEDIUM -> SOFT,MEDIUM,SOFT
2025,23,Qatar Grand Prix,HAM,Ferrari,2,7,SOFT -> MEDIUM -> MEDIUM,SOFT,MEDIUM
2025,23,Qatar Grand Prix,LEC,Ferrari,2,7,MEDIUM -> MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,BEA,Haas F1 Team,3,7,MEDIUM -> MEDIUM -> HARD -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,OCO,Haas F1 Team,3,8,MEDIUM -> HARD -> MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,BOR,Kick Sauber,2,7,MEDIUM -> MEDIUM -> SOFT,MEDIUM,SOFT
2025,23,Qatar Grand Prix,HUL,Kick Sauber,0,,SOFT,SOFT,SOFT
2025,23,Qatar Grand Prix,NOR,McLaren,2,25,MEDIUM -> MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,PIA,McLaren,2,24,MEDIUM -> MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,ANT,Mercedes,2,7,MEDIUM -> MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,RUS,Mercedes,2,7,MEDIUM -> MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,HAD,Racing Bulls,2,7,MEDIUM -> MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,LAW,Racing Bulls,2,7,MEDIUM -> MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,TSU,Red Bull Racing,2,7,MEDIUM -> MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,VER,Red Bull Racing,2,7,MEDIUM -> MEDIUM -> HARD,MEDIUM,HARD
2025,23,Qatar Grand Prix,ALB,Williams,2,7,HARD -> MEDIUM -> MEDIUM,HARD,MEDIUM
2025,23,Qatar Grand Prix,SAI,Williams,2,7,MEDIUM -> MEDIUM -> HARD,MEDIUM,HARD
2025,24,Abu Dhabi Grand Prix,COL,Alpine,2,15,MEDIUM -> HARD -> MEDIUM,MEDIUM,MEDIUM
2025,24,Abu Dhabi Grand Prix,GAS,Alpine,2,13,MEDIUM -> HARD -> MEDIUM,MEDIUM,MEDIUM
2025,24,Abu Dhabi Grand Prix,ALO,Aston Martin,1,16,MEDIUM -> HARD,MEDIUM,HARD
2025,24,Abu Dhabi Grand Prix,STR,Aston Martin,1,42,HARD -> MEDIUM,HARD,MEDIUM
2025,24,Abu Dhabi Grand Prix,HAM,Ferrari,2,8,SOFT -> HARD -> MEDIUM,SOFT,MEDIUM
2025,24,Abu Dhabi Grand Prix,LEC,Ferrari,2,16,MEDIUM -> HARD -> MEDIUM,MEDIUM,MEDIUM
2025,24,Abu Dhabi Grand Prix,BEA,Haas F1 Team,1,14,MEDIUM -> HARD,MEDIUM,HARD
2025,24,Abu Dhabi Grand Prix,OCO,Haas F1 Team,1,19,MEDIUM -> HARD,MEDIUM,HARD
2025,24,Abu Dhabi Grand Prix,BOR,Kick Sauber,1,15,MEDIUM -> HARD,MEDIUM,HARD
2025,24,Abu Dhabi Grand Prix,HUL,Kick Sauber,2,7,SOFT -> HARD -> MEDIUM,SOFT,MEDIUM
2025,24,Abu Dhabi Grand Prix,NOR,McLaren,2,16,MEDIUM -> HARD -> HARD,MEDIUM,HARD
2025,24,Abu Dhabi Grand Prix,PIA,McLaren,1,41,HARD -> MEDIUM,HARD,MEDIUM
2025,24,Abu Dhabi Grand Prix,ANT,Mercedes,1,32,HARD -> MEDIUM,HARD,MEDIUM
2025,24,Abu Dhabi Grand Prix,RUS,Mercedes,1,14,MEDIUM -> HARD,MEDIUM,HARD
2025,24,Abu Dhabi Grand Prix,HAD,Racing Bulls,1,14,MEDIUM -> HARD,MEDIUM,HARD
2025,24,Abu Dhabi Grand Prix,LAW,Racing Bulls,1,21,MEDIUM -> HARD,MEDIUM,HARD
2025,24,Abu Dhabi Grand Prix,TSU,Red Bull Racing,1,32,HARD -> MEDIUM,HARD,MEDIUM
2025,24,Abu Dhabi Grand Prix,VER,Red Bull Racing,1,23,MEDIUM -> HARD,MEDIUM,HARD
2025,24,Abu Dhabi Grand Prix,ALB,Williams,2,8,SOFT -> HARD -> MEDIUM,SOFT,MEDIUM
2025,24,Abu Dhabi Grand Prix,SAI,Williams,1,18,MEDIUM -> HARD,MEDIUM,HARD
