Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Season,RoundNumber,RaceName
0 days 00:45:36.710000,17.0,89.0,965.0,True,23.6,310,0.5,2025,13,Belgian Grand Prix
0 days 00:46:36.709000,17.1,89.0,965.0,True,23.7,285,0.8,2025,13,Belgian Grand Prix
0 days 00:47:36.688000,17.1,89.0,965.1,True,23.7,311,2.4,2025,13,Belgian Grand Prix
0 days 00:48:36.698000,17.1,88.0,965.0,True,23.7,319,1.8,2025,13,Belgian Grand Prix
0 days 00:49:36.711000,17.0,89.0,965.1,True,23.6,324,1.4,2025,13,Belgian Grand Prix
0 days 00:50:36.728000,17.1,90.0,965.1,True,23.8,347,0.9,2025,13,Belgian Grand Prix
0 days 00:51:36.726000,17.1,88.0,965.0,True,23.8,352,1.8,2025,13,Belgian Grand Prix
0 days 00:52:36.728000,17.1,88.0,964.9,True,23.8,313,1.1,2025,13,Belgian Grand Prix
0 days 00:53:36.740000,17.0,90.0,965.0,True,23.8,290,1.3,2025,13,Belgian Grand Prix
0 days 00:54:36.739000,17.0,88.0,965.1,True,23.8,291,1.8,2025,13,Belgian Grand Prix
0 days 00:55:36.738000,17.0,90.0,965.0,True,23.8,297,1.6,2025,13,Belgian Grand Prix
0 days 00:56:36.737000,17.0,89.0,964.9,True,24.0,343,1.3,2025,13,Belgian Grand Prix
0 days 00:57:36.740000,17.0,89.0,965.0,True,24.0,350,1.3,2025,13,Belgian Grand Prix
0 days 00:58:36.729000,17.1,89.0,965.1,True,24.1,347,1.6,2025,13,Belgian Grand Prix
0 days 00:59:36.722000,17.2,88.0,965.0,True,24.1,302,1.7,2025,13,Belgian Grand Prix
0 days 01:00:36.748000,17.1,88.0,965.0,True,23.9,344,2.1,2025,13,Belgian Grand Prix
0 days 01:01:36.750000,17.1,89.0,965.0,True,24.0,308,1.5,2025,13,Belgian Grand Prix
0 days 01:02:36.739000,17.1,88.0,965.0,True,24.0,280,1.4,2025,13,Belgian Grand Prix
0 days 01:03:36.741000,17.1,88.0,965.0,False,24.0,0,1.5,2025,13,Belgian Grand Prix
0 days 01:04:36.746000,17.2,90.0,965.1,True,24.5,337,0.7,2025,13,Belgian Grand Prix
0 days 01:05:36.791000,17.3,90.0,965.1,True,24.5,278,0.6,2025,13,Belgian Grand Prix
0 days 01:06:36.756000,17.2,88.0,965.1,False,24.4,330,1.1,2025,13,Belgian Grand Prix
0 days 01:07:36.771000,17.2,88.0,965.1,False,24.3,334,0.9,2025,13,Belgian Grand Prix
0 days 01:08:36.807000,17.3,89.0,965.0,False,24.3,339,1.1,2025,13,Belgian Grand Prix
0 days 01:09:36.798000,17.3,88.0,965.1,False,24.1,323,1.1,2025,13,Belgian Grand Prix
0 days 01:10:36.799000,17.4,89.0,965.1,True,23.7,319,1.4,2025,13,Belgian Grand Prix
0 days 01:11:36.781000,17.4,89.0,965.2,True,23.5,342,1.7,2025,13,Belgian Grand Prix
0 days 01:12:36.781000,17.3,86.0,965.3,True,22.6,354,3.2,2025,13,Belgian Grand Prix
0 days 01:13:36.796000,17.2,87.0,965.3,True,22.5,314,2.5,2025,13,Belgian Grand Prix
0 days 01:14:36.806000,17.0,84.0,965.3,True,21.6,320,3.0,2025,13,Belgian Grand Prix
0 days 01:15:36.805000,16.8,87.0,965.3,True,21.3,321,2.2,2025,13,Belgian Grand Prix
0 days 01:16:36.821000,16.7,87.0,965.3,True,21.3,320,2.8,2025,13,Belgian Grand Prix
0 days 01:17:36.836000,16.5,88.0,965.3,True,21.2,334,1.7,2025,13,Belgian Grand Prix
0 days 01:18:36.841000,16.2,88.0,965.3,True,21.1,340,2.0,2025,13,Belgian Grand Prix
0 days 01:19:36.857000,16.0,87.0,965.4,True,20.9,338,0.9,2025,13,Belgian Grand Prix
0 days 01:20:36.854000,15.7,88.0,965.4,True,20.8,337,1.8,2025,13,Belgian Grand Prix
0 days 01:21:36.886000,15.6,87.0,965.4,True,20.7,339,2.2,2025,13,Belgian Grand Prix
0 days 01:22:36.878000,15.4,87.0,965.4,True,20.7,305,2.1,2025,13,Belgian Grand Prix
0 days 01:23:36.873000,15.2,90.0,965.3,True,20.7,312,1.6,2025,13,Belgian Grand Prix
0 days 01:24:36.868000,15.1,88.0,965.4,True,20.8,287,1.8,2025,13,Belgian Grand Prix
0 days 01:25:36.884000,14.9,89.0,965.4,True,20.8,292,2.1,2025,13,Belgian Grand Prix
0 days 01:26:36.894000,14.8,90.0,965.2,True,20.7,320,2.0,2025,13,Belgian Grand Prix
0 days 01:27:36.886000,14.8,90.0,965.3,True,20.7,298,1.4,2025,13,Belgian Grand Prix
0 days 01:28:36.894000,14.8,90.0,965.2,True,20.8,324,1.6,2025,13,Belgian Grand Prix
0 days 01:29:36.893000,14.7,91.0,965.2,True,20.9,332,1.1,2025,13,Belgian Grand Prix
0 days 01:30:36.889000,14.7,91.0,965.1,True,20.9,284,1.7,2025,13,Belgian Grand Prix
0 days 01:31:36.890000,14.7,89.0,965.1,True,20.9,272,0.9,2025,13,Belgian Grand Prix
0 days 01:32:36.897000,14.6,90.0,965.1,True,20.9,238,1.3,2025,13,Belgian Grand Prix
0 days 01:33:36.888000,14.6,90.0,965.0,True,21.1,267,0.7,2025,13,Belgian Grand Prix
0 days 01:34:36.874000,14.5,89.0,965.0,True,21.1,266,0.7,2025,13,Belgian Grand Prix
0 days 01:35:36.890000,14.5,90.0,965.0,True,21.1,302,0.8,2025,13,Belgian Grand Prix
0 days 01:36:36.904000,14.6,90.0,965.0,True,21.1,309,1.0,2025,13,Belgian Grand Prix
0 days 01:37:36.873000,14.5,90.0,965.0,True,21.0,290,0.5,2025,13,Belgian Grand Prix
0 days 01:38:36.899000,14.6,91.0,964.9,True,21.1,351,1.1,2025,13,Belgian Grand Prix
0 days 01:39:36.901000,14.5,90.0,964.9,True,21.2,305,0.9,2025,13,Belgian Grand Prix
0 days 01:40:36.896000,14.6,91.0,964.8,True,21.2,307,0.7,2025,13,Belgian Grand Prix
0 days 01:41:36.906000,14.6,91.0,964.7,True,21.2,356,0.9,2025,13,Belgian Grand Prix
0 days 01:42:36.900000,14.6,91.0,964.7,True,21.2,313,0.7,2025,13,Belgian Grand Prix
0 days 01:43:36.896000,14.6,90.0,964.7,True,21.2,290,0.9,2025,13,Belgian Grand Prix
0 days 01:44:36.916000,14.6,91.0,964.7,True,21.4,310,1.1,2025,13,Belgian Grand Prix
0 days 01:45:36.916000,14.6,91.0,964.7,True,21.4,285,1.3,2025,13,Belgian Grand Prix
0 days 01:46:36.940000,14.6,90.0,964.7,True,21.5,317,1.2,2025,13,Belgian Grand Prix
0 days 01:47:36.941000,14.6,91.0,964.6,True,21.7,273,1.1,2025,13,Belgian Grand Prix
0 days 01:48:36.943000,14.6,91.0,964.7,True,22.1,0,1.2,2025,13,Belgian Grand Prix
0 days 01:49:36.952000,14.8,93.0,964.8,True,22.3,317,0.8,2025,13,Belgian Grand Prix
0 days 01:50:36.954000,14.9,93.0,964.7,True,22.9,281,1.1,2025,13,Belgian Grand Prix
0 days 01:51:36.958000,15.0,90.0,964.7,True,23.1,330,1.4,2025,13,Belgian Grand Prix
0 days 01:52:36.937000,15.2,91.0,964.7,True,23.1,315,1.8,2025,13,Belgian Grand Prix
0 days 01:53:36.959000,15.3,91.0,964.7,True,23.2,287,1.5,2025,13,Belgian Grand Prix
0 days 01:54:36.959000,15.3,91.0,964.7,True,23.2,306,1.5,2025,13,Belgian Grand Prix
0 days 01:55:36.990000,15.5,90.0,964.6,False,24.3,303,2.0,2025,13,Belgian Grand Prix
0 days 01:56:37.006000,15.6,93.0,964.7,False,25.0,302,0.7,2025,13,Belgian Grand Prix
0 days 01:57:37.007000,15.6,92.0,964.7,True,25.2,321,0.8,2025,13,Belgian Grand Prix
0 days 01:58:37.023000,15.8,90.0,964.7,True,25.4,330,1.5,2025,13,Belgian Grand Prix
0 days 01:59:37.036000,15.9,89.0,964.7,False,25.5,318,1.2,2025,13,Belgian Grand Prix
0 days 02:00:37.036000,16.0,89.0,964.7,False,25.9,282,1.6,2025,13,Belgian Grand Prix
0 days 02:01:37.042000,16.1,87.0,964.7,False,26.0,311,1.8,2025,13,Belgian Grand Prix
0 days 02:02:37.038000,16.2,90.0,964.7,False,26.2,313,2.0,2025,13,Belgian Grand Prix
0 days 02:03:37.038000,16.4,86.0,964.7,False,26.3,328,1.5,2025,13,Belgian Grand Prix
0 days 02:04:37.053000,16.4,86.0,964.8,True,26.3,325,1.3,2025,13,Belgian Grand Prix
0 days 02:05:37.051000,16.5,87.0,964.7,True,26.3,287,0.6,2025,13,Belgian Grand Prix
0 days 02:06:37.069000,16.7,83.0,964.8,False,26.3,347,1.8,2025,13,Belgian Grand Prix
0 days 02:07:37.077000,16.8,86.0,964.8,False,26.6,356,1.9,2025,13,Belgian Grand Prix
0 days 02:08:37.098000,16.9,85.0,964.8,False,26.8,333,1.6,2025,13,Belgian Grand Prix
0 days 02:09:37.098000,17.0,85.0,964.8,False,26.6,337,1.5,2025,13,Belgian Grand Prix
0 days 02:10:37.088000,17.1,85.0,964.8,False,26.4,331,1.1,2025,13,Belgian Grand Prix
0 days 02:11:37.120000,17.3,85.0,964.7,False,26.4,354,1.5,2025,13,Belgian Grand Prix
0 days 02:12:37.120000,17.4,84.0,964.7,False,26.3,347,1.5,2025,13,Belgian Grand Prix
0 days 02:13:37.110000,17.4,82.0,964.8,False,26.2,305,1.4,2025,13,Belgian Grand Prix
0 days 02:14:37.127000,17.5,84.0,964.8,False,26.1,322,1.6,2025,13,Belgian Grand Prix
0 days 02:15:37.153000,17.6,84.0,964.9,False,26.1,326,1.4,2025,13,Belgian Grand Prix
0 days 02:16:37.147000,17.7,85.0,964.7,False,25.9,333,1.5,2025,13,Belgian Grand Prix
0 days 02:17:37.150000,17.6,82.0,964.8,False,25.1,285,1.5,2025,13,Belgian Grand Prix
0 days 02:18:37.156000,17.7,84.0,964.8,False,24.8,333,1.5,2025,13,Belgian Grand Prix
0 days 02:19:37.175000,17.7,84.0,964.8,False,24.8,318,1.2,2025,13,Belgian Grand Prix
0 days 02:20:37.143000,17.6,84.0,964.9,False,24.9,339,1.5,2025,13,Belgian Grand Prix
0 days 02:21:37.151000,17.6,84.0,964.9,False,25.0,315,1.8,2025,13,Belgian Grand Prix
0 days 02:22:37.157000,17.6,84.0,964.9,False,24.8,300,1.9,2025,13,Belgian Grand Prix
0 days 02:23:37.161000,17.4,83.0,964.9,False,24.4,331,1.2,2025,13,Belgian Grand Prix
0 days 02:24:37.186000,17.3,85.0,965.0,False,24.5,330,1.8,2025,13,Belgian Grand Prix
0 days 02:25:37.182000,17.3,83.0,965.0,False,24.9,304,1.6,2025,13,Belgian Grand Prix
0 days 02:26:37.187000,17.4,85.0,964.9,False,24.9,332,1.1,2025,13,Belgian Grand Prix
0 days 02:27:37.187000,17.4,84.0,964.9,False,25.5,2,1.1,2025,13,Belgian Grand Prix
0 days 02:28:37.165000,17.4,82.0,965.0,False,25.6,335,0.9,2025,13,Belgian Grand Prix
0 days 02:29:37.179000,17.4,82.0,965.0,False,25.7,307,1.1,2025,13,Belgian Grand Prix
0 days 02:30:37.190000,17.4,83.0,965.0,False,25.8,305,1.7,2025,13,Belgian Grand Prix
0 days 02:31:37.195000,17.5,83.0,965.0,False,25.9,317,2.6,2025,13,Belgian Grand Prix
0 days 02:32:37.206000,17.5,80.0,965.0,False,25.5,313,2.7,2025,13,Belgian Grand Prix
0 days 02:33:37.227000,17.5,81.0,965.1,False,25.5,297,1.9,2025,13,Belgian Grand Prix
0 days 02:34:37.216000,17.5,81.0,965.1,False,25.5,275,2.0,2025,13,Belgian Grand Prix
0 days 02:35:37.226000,17.6,83.0,965.2,False,25.9,357,2.3,2025,13,Belgian Grand Prix
0 days 02:36:37.216000,17.5,79.0,965.1,False,25.9,339,1.5,2025,13,Belgian Grand Prix
0 days 02:37:37.227000,17.5,83.0,965.1,False,25.9,327,1.8,2025,13,Belgian Grand Prix
0 days 02:38:37.222000,17.5,82.0,965.1,False,25.9,355,1.9,2025,13,Belgian Grand Prix
0 days 02:39:37.244000,17.5,82.0,965.1,False,25.9,355,1.9,2025,13,Belgian Grand Prix
0 days 02:40:37.247000,17.6,81.0,965.2,False,25.4,318,2.2,2025,13,Belgian Grand Prix
0 days 02:41:37.246000,17.6,80.0,965.2,False,25.3,0,1.8,2025,13,Belgian Grand Prix
0 days 02:42:37.251000,17.6,81.0,965.2,False,25.1,318,1.1,2025,13,Belgian Grand Prix
0 days 02:43:37.251000,17.5,79.0,965.2,False,25.1,344,2.5,2025,13,Belgian Grand Prix
0 days 02:44:37.261000,17.5,81.0,965.3,False,25.8,332,1.5,2025,13,Belgian Grand Prix
0 days 02:45:37.262000,17.5,83.0,965.2,False,26.0,306,1.2,2025,13,Belgian Grand Prix
0 days 02:46:37.283000,17.4,82.0,965.3,False,26.0,31,0.7,2025,13,Belgian Grand Prix
0 days 02:47:37.293000,17.5,80.0,965.2,False,25.8,342,1.9,2025,13,Belgian Grand Prix
0 days 02:48:37.275000,17.5,79.0,965.2,False,25.8,327,1.9,2025,13,Belgian Grand Prix
0 days 02:49:37.310000,17.5,80.0,965.1,False,26.1,336,1.5,2025,13,Belgian Grand Prix
0 days 02:50:37.311000,17.6,80.0,965.1,False,26.3,338,2.5,2025,13,Belgian Grand Prix
0 days 02:51:37.332000,17.6,79.0,965.2,False,26.1,316,1.6,2025,13,Belgian Grand Prix
0 days 02:52:37.330000,17.8,81.0,965.2,False,26.1,312,1.4,2025,13,Belgian Grand Prix
0 days 02:53:37.321000,17.8,81.0,965.3,False,26.2,303,1.6,2025,13,Belgian Grand Prix
0 days 02:54:37.332000,17.9,79.0,965.2,False,26.2,342,1.4,2025,13,Belgian Grand Prix
0 days 02:55:37.342000,17.9,79.0,965.2,False,26.2,295,2.2,2025,13,Belgian Grand Prix
0 days 02:56:37.391000,17.9,79.0,965.2,False,26.3,353,1.1,2025,13,Belgian Grand Prix
0 days 02:57:37.371000,17.8,78.0,965.2,False,26.4,334,2.5,2025,13,Belgian Grand Prix
0 days 02:58:37.376000,17.9,79.0,965.3,False,26.3,256,2.0,2025,13,Belgian Grand Prix
0 days 02:59:37.386000,17.9,79.0,965.3,False,25.8,202,0.7,2025,13,Belgian Grand Prix
0 days 03:00:37.386000,17.9,81.0,965.2,False,25.8,24,1.5,2025,13,Belgian Grand Prix
0 days 03:01:37.399000,18.0,80.0,965.3,False,26.0,188,1.2,2025,13,Belgian Grand Prix
0 days 03:02:37.390000,18.1,79.0,965.3,False,25.8,354,1.2,2025,13,Belgian Grand Prix
0 days 03:03:37.422000,18.0,78.0,965.3,False,25.0,308,1.4,2025,13,Belgian Grand Prix
0 days 03:04:37.421000,18.0,78.0,965.3,False,24.7,327,1.6,2025,13,Belgian Grand Prix
0 days 03:05:37.423000,17.8,78.0,965.3,False,24.5,265,2.2,2025,13,Belgian Grand Prix
0 days 03:06:37.430000,17.7,79.0,965.3,False,24.5,347,1.3,2025,13,Belgian Grand Prix
0 days 03:07:37.430000,17.5,79.0,965.2,False,24.3,331,1.9,2025,13,Belgian Grand Prix
0 days 03:08:37.435000,17.5,80.0,965.2,False,24.2,341,1.6,2025,13,Belgian Grand Prix
0 days 03:09:37.441000,17.5,80.0,965.3,False,24.2,319,1.8,2025,13,Belgian Grand Prix
0 days 03:10:37.454000,17.5,80.0,965.2,False,24.1,333,1.2,2025,13,Belgian Grand Prix
0 days 03:11:37.467000,17.5,81.0,965.2,False,24.1,244,1.4,2025,13,Belgian Grand Prix
0 days 03:12:37.473000,17.5,81.0,965.2,False,24.2,230,0.8,2025,13,Belgian Grand Prix
0 days 03:13:37.471000,17.5,81.0,965.2,False,24.7,6,0.6,2025,13,Belgian Grand Prix
0 days 03:14:37.467000,17.5,80.0,965.2,False,24.8,328,1.2,2025,13,Belgian Grand Prix
0 days 03:15:37.452000,17.6,79.0,965.2,False,24.8,345,1.6,2025,13,Belgian Grand Prix
0 days 03:16:37.477000,17.5,78.0,965.1,False,24.7,238,1.1,2025,13,Belgian Grand Prix
0 days 03:17:37.456000,17.5,79.0,965.2,False,24.0,263,1.2,2025,13,Belgian Grand Prix
0 days 03:18:37.481000,17.5,79.0,965.2,False,24.0,291,1.8,2025,13,Belgian Grand Prix
0 days 03:19:37.474000,17.5,78.0,965.2,False,23.8,349,1.4,2025,13,Belgian Grand Prix
0 days 03:20:37.462000,17.5,79.0,965.2,False,23.8,338,1.7,2025,13,Belgian Grand Prix
0 days 03:21:37.464000,17.5,78.0,965.2,False,23.7,286,1.8,2025,13,Belgian Grand Prix
0 days 03:22:37.464000,17.5,78.0,965.2,False,23.5,345,1.6,2025,13,Belgian Grand Prix
0 days 03:23:37.479000,17.5,80.0,965.1,False,23.5,336,1.6,2025,13,Belgian Grand Prix
0 days 03:24:37.474000,17.4,80.0,965.1,False,23.6,357,1.1,2025,13,Belgian Grand Prix
0 days 03:25:37.483000,17.4,81.0,965.2,False,23.6,356,1.3,2025,13,Belgian Grand Prix
0 days 03:26:37.475000,17.3,78.0,965.2,False,23.1,313,2.0,2025,13,Belgian Grand Prix
0 days 03:27:37.487000,17.2,80.0,965.1,False,23.1,342,1.3,2025,13,Belgian Grand Prix
0 days 03:28:37.484000,17.1,81.0,965.2,False,23.0,276,1.5,2025,13,Belgian Grand Prix
0 days 03:29:37.485000,17.1,81.0,965.2,False,23.0,0,1.7,2025,13,Belgian Grand Prix
0 days 03:30:37.497000,17.1,80.0,965.1,False,23.1,346,2.1,2025,13,Belgian Grand Prix
0 days 03:31:37.505000,17.1,81.0,965.1,False,22.9,332,1.9,2025,13,Belgian Grand Prix
0 days 03:32:37.534000,17.1,81.0,965.2,False,22.8,342,1.8,2025,13,Belgian Grand Prix
0 days 03:33:37.533000,17.1,81.0,965.2,False,22.4,179,1.5,2025,13,Belgian Grand Prix
0 days 03:34:37.585000,17.1,82.0,965.1,False,22.4,319,0.8,2025,13,Belgian Grand Prix
0 days 03:35:37.593000,17.1,82.0,965.3,False,22.5,200,0.7,2025,13,Belgian Grand Prix
0 days 03:36:37.593000,17.0,83.0,965.1,False,22.5,237,1.0,2025,13,Belgian Grand Prix
0 days 03:37:37.606000,17.0,82.0,965.3,False,22.3,207,1.4,2025,13,Belgian Grand Prix
0 days 03:38:37.616000,16.9,82.0,965.2,False,22.3,243,1.4,2025,13,Belgian Grand Prix
0 days 03:39:37.625000,16.9,82.0,965.2,False,22.3,172,1.1,2025,13,Belgian Grand Prix
0 days 03:40:37.597000,16.9,83.0,965.2,False,22.4,220,1.1,2025,13,Belgian Grand Prix
0 days 03:41:37.620000,16.9,82.0,965.2,False,22.4,322,1.4,2025,13,Belgian Grand Prix
0 days 03:42:37.618000,16.9,81.0,965.2,False,22.4,348,1.0,2025,13,Belgian Grand Prix
0 days 00:00:15.360000,22.2,60.0,987.2,False,37.1,263,3.7,2025,14,Hungarian Grand Prix
0 days 00:01:15.357000,22.3,60.0,987.2,False,37.2,266,2.5,2025,14,Hungarian Grand Prix
0 days 00:02:15.357000,22.4,59.0,987.2,False,37.5,253,1.7,2025,14,Hungarian Grand Prix
0 days 00:03:15.367000,22.4,59.0,987.2,False,37.9,240,1.6,2025,14,Hungarian Grand Prix
0 days 00:04:15.367000,22.3,59.0,987.2,False,38.0,254,1.7,2025,14,Hungarian Grand Prix
0 days 00:05:15.374000,22.4,58.0,987.2,False,38.0,263,2.0,2025,14,Hungarian Grand Prix
0 days 00:06:15.365000,22.4,59.0,987.2,False,37.6,247,2.5,2025,14,Hungarian Grand Prix
0 days 00:07:15.365000,22.3,59.0,987.2,False,37.5,256,2.3,2025,14,Hungarian Grand Prix
0 days 00:08:15.378000,22.4,57.0,987.3,False,37.5,274,3.5,2025,14,Hungarian Grand Prix
0 days 00:09:15.373000,22.2,58.0,987.2,False,36.9,281,3.6,2025,14,Hungarian Grand Prix
0 days 00:10:15.372000,22.1,59.0,987.3,False,36.9,295,3.2,2025,14,Hungarian Grand Prix
0 days 00:11:15.363000,22.1,59.0,987.3,False,37.4,255,2.6,2025,14,Hungarian Grand Prix
0 days 00:12:15.379000,22.3,59.0,987.3,False,37.6,260,2.3,2025,14,Hungarian Grand Prix
0 days 00:13:15.364000,22.3,58.0,987.2,False,37.5,268,1.8,2025,14,Hungarian Grand Prix
0 days 00:14:15.377000,22.2,58.0,987.1,False,37.2,256,2.8,2025,14,Hungarian Grand Prix
0 days 00:15:15.383000,22.3,58.0,987.2,False,37.3,264,2.5,2025,14,Hungarian Grand Prix
0 days 00:16:15.365000,22.3,57.0,987.2,False,37.1,255,3.6,2025,14,Hungarian Grand Prix
0 days 00:17:15.396000,22.2,58.0,987.2,False,36.4,266,2.2,2025,14,Hungarian Grand Prix
0 days 00:18:15.403000,22.4,57.0,987.2,False,36.5,249,1.7,2025,14,Hungarian Grand Prix
0 days 00:19:15.431000,22.3,58.0,987.2,False,35.9,250,3.5,2025,14,Hungarian Grand Prix
0 days 00:20:15.428000,22.3,59.0,987.3,False,35.9,252,2.5,2025,14,Hungarian Grand Prix
0 days 00:21:15.430000,22.3,59.0,987.2,False,35.9,248,2.5,2025,14,Hungarian Grand Prix
0 days 00:22:15.432000,22.3,60.0,987.2,False,36.3,253,2.6,2025,14,Hungarian Grand Prix
0 days 00:23:15.433000,22.4,58.0,987.3,False,36.5,250,2.2,2025,14,Hungarian Grand Prix
0 days 00:24:15.421000,22.4,58.0,987.2,False,36.4,260,3.1,2025,14,Hungarian Grand Prix
0 days 00:25:15.437000,22.4,58.0,987.3,False,35.9,265,2.5,2025,14,Hungarian Grand Prix
0 days 00:26:15.415000,22.4,58.0,987.3,False,35.9,253,2.1,2025,14,Hungarian Grand Prix
0 days 00:27:15.430000,22.4,58.0,987.2,False,35.5,268,2.3,2025,14,Hungarian Grand Prix
0 days 00:28:15.431000,22.3,57.0,987.3,False,35.4,273,2.4,2025,14,Hungarian Grand Prix
0 days 00:29:15.428000,22.3,56.0,987.3,False,35.7,251,2.4,2025,14,Hungarian Grand Prix
0 days 00:30:15.429000,22.2,55.0,987.2,False,35.0,267,2.0,2025,14,Hungarian Grand Prix
0 days 00:31:15.445000,22.1,56.0,987.2,False,33.3,268,2.9,2025,14,Hungarian Grand Prix
0 days 00:32:15.429000,22.1,56.0,987.3,False,31.8,259,2.6,2025,14,Hungarian Grand Prix
0 days 00:33:15.436000,22.1,55.0,987.2,False,32.4,281,2.5,2025,14,Hungarian Grand Prix
0 days 00:34:15.435000,22.0,57.0,987.2,False,33.9,252,2.7,2025,14,Hungarian Grand Prix
0 days 00:35:15.443000,22.0,57.0,987.2,False,33.7,253,2.0,2025,14,Hungarian Grand Prix
0 days 00:36:15.434000,22.0,58.0,987.2,False,33.5,280,2.9,2025,14,Hungarian Grand Prix
0 days 00:37:15.441000,21.9,57.0,987.3,False,32.8,256,2.3,2025,14,Hungarian Grand Prix
0 days 00:38:15.434000,21.9,58.0,987.1,False,32.6,263,2.3,2025,14,Hungarian Grand Prix
0 days 00:39:15.435000,22.0,58.0,987.1,False,32.1,257,1.9,2025,14,Hungarian Grand Prix
0 days 00:40:15.451000,22.0,57.0,987.1,False,32.8,289,2.0,2025,14,Hungarian Grand Prix
0 days 00:41:15.475000,22.0,59.0,987.1,False,33.3,260,2.7,2025,14,Hungarian Grand Prix
0 days 00:42:15.488000,22.0,59.0,987.2,False,33.7,286,2.2,2025,14,Hungarian Grand Prix
0 days 00:43:15.496000,22.0,58.0,987.1,False,33.7,248,2.6,2025,14,Hungarian Grand Prix
0 days 00:44:15.492000,21.9,56.0,987.1,False,33.5,259,3.1,2025,14,Hungarian Grand Prix
0 days 00:45:15.496000,22.0,57.0,987.2,False,33.1,265,2.7,2025,14,Hungarian Grand Prix
0 days 00:46:15.514000,21.9,58.0,987.1,False,33.2,256,3.1,2025,14,Hungarian Grand Prix
0 days 00:47:15.524000,21.9,57.0,987.2,False,33.2,262,1.9,2025,14,Hungarian Grand Prix
0 days 00:48:15.525000,21.9,57.0,987.1,False,33.2,246,1.7,2025,14,Hungarian Grand Prix
0 days 00:49:15.521000,21.9,57.0,987.0,False,31.6,262,2.1,2025,14,Hungarian Grand Prix
0 days 00:50:15.528000,21.9,57.0,987.1,False,31.6,265,2.4,2025,14,Hungarian Grand Prix
0 days 00:51:15.522000,21.8,57.0,987.1,False,31.6,268,2.8,2025,14,Hungarian Grand Prix
0 days 00:52:15.529000,21.8,57.0,987.1,False,31.9,266,3.1,2025,14,Hungarian Grand Prix
0 days 00:53:15.529000,21.8,58.0,987.1,False,32.6,262,2.2,2025,14,Hungarian Grand Prix
0 days 00:54:15.513000,21.7,57.0,987.2,False,32.6,263,2.6,2025,14,Hungarian Grand Prix
0 days 00:55:15.518000,21.7,57.0,987.1,False,32.6,265,2.5,2025,14,Hungarian Grand Prix
0 days 00:56:15.545000,21.7,57.0,987.1,False,32.6,271,2.6,2025,14,Hungarian Grand Prix
0 days 00:57:15.549000,21.6,57.0,987.2,False,32.1,273,3.0,2025,14,Hungarian Grand Prix
0 days 00:58:15.528000,21.6,58.0,987.2,False,31.9,267,2.8,2025,14,Hungarian Grand Prix
0 days 00:59:15.541000,21.7,58.0,987.2,False,31.9,254,2.5,2025,14,Hungarian Grand Prix
0 days 01:00:15.528000,21.8,57.0,987.3,False,32.3,284,2.9,2025,14,Hungarian Grand Prix
0 days 01:01:15.514000,21.8,58.0,987.2,False,31.7,286,3.2,2025,14,Hungarian Grand Prix
0 days 01:02:15.532000,21.8,58.0,987.3,False,31.6,276,2.6,2025,14,Hungarian Grand Prix
0 days 01:03:15.541000,21.8,58.0,987.3,False,31.5,263,2.9,2025,14,Hungarian Grand Prix
0 days 01:04:15.534000,21.8,59.0,987.2,False,31.4,277,3.1,2025,14,Hungarian Grand Prix
0 days 01:05:15.529000,21.9,58.0,987.2,False,31.4,285,2.2,2025,14,Hungarian Grand Prix
0 days 01:06:15.533000,21.9,58.0,987.3,False,31.4,275,2.9,2025,14,Hungarian Grand Prix
0 days 01:07:15.537000,21.9,58.0,987.3,False,31.4,281,2.3,2025,14,Hungarian Grand Prix
0 days 01:08:15.532000,21.9,58.0,987.2,False,31.7,201,1.6,2025,14,Hungarian Grand Prix
0 days 01:09:15.547000,22.0,58.0,987.2,False,31.7,250,1.9,2025,14,Hungarian Grand Prix
0 days 01:10:15.562000,22.1,58.0,987.1,False,32.0,239,1.4,2025,14,Hungarian Grand Prix
0 days 01:11:15.571000,22.0,58.0,987.2,False,31.4,277,2.6,2025,14,Hungarian Grand Prix
0 days 01:12:15.595000,21.9,58.0,987.3,False,31.2,256,2.5,2025,14,Hungarian Grand Prix
0 days 01:13:15.607000,21.9,58.0,987.2,False,31.1,292,1.9,2025,14,Hungarian Grand Prix
0 days 01:14:15.619000,21.9,58.0,987.2,False,31.2,277,2.8,2025,14,Hungarian Grand Prix
0 days 01:15:15.602000,21.8,59.0,987.2,False,30.8,267,3.0,2025,14,Hungarian Grand Prix
0 days 01:16:15.633000,21.8,59.0,987.2,False,30.8,292,2.5,2025,14,Hungarian Grand Prix
0 days 01:17:15.645000,21.9,59.0,987.1,False,31.2,265,1.7,2025,14,Hungarian Grand Prix
0 days 01:18:15.633000,21.9,58.0,987.1,False,31.3,236,1.5,2025,14,Hungarian Grand Prix
0 days 01:19:15.643000,21.9,58.0,987.0,False,31.2,295,1.8,2025,14,Hungarian Grand Prix
0 days 01:20:15.655000,21.9,58.0,987.0,False,31.1,271,2.7,2025,14,Hungarian Grand Prix
0 days 01:21:15.675000,22.0,58.0,987.1,False,31.1,258,1.3,2025,14,Hungarian Grand Prix
0 days 01:22:15.679000,22.0,57.0,987.1,False,31.5,241,2.1,2025,14,Hungarian Grand Prix
