Season,RoundNumber,RaceName,CircuitLocation,Driver,Team,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime_Sec,Sector1Time_Sec,Sector2Time_Sec,Sector3Time_Sec,PitInTime,PitOutTime,TrackStatus,IsAccurate
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,1.0,1.0,INTERMEDIATE,1.0,True,119.392,,20.705,55.25,,,124,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,2.0,1.0,INTERMEDIATE,2.0,True,,58.141,37.976,73.205,0 days 01:15:38.205000,,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,3.0,2.0,INTERMEDIATE,3.0,False,,56.23,33.683,72.232,0 days 01:18:20.223000,0 days 01:15:51.658000,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,4.0,3.0,INTERMEDIATE,4.0,False,,54.351,32.712,68.712,0 days 01:20:56.543000,0 days 01:18:34.029000,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,5.0,4.0,INTERMEDIATE,5.0,False,143.609,53.513,32.627,57.469,,0 days 01:21:09.534000,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,6.0,4.0,INTERMEDIATE,6.0,False,139.654,47.887,33.228,58.539,,,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,7.0,4.0,INTERMEDIATE,7.0,False,136.447,45.898,29.735,60.814,,,41,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,8.0,4.0,INTERMEDIATE,8.0,False,96.83,35.249,20.145,41.436,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,9.0,4.0,INTERMEDIATE,9.0,False,94.315,33.85,19.608,40.857,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,10.0,4.0,INTERMEDIATE,10.0,False,92.65,33.117,19.414,40.119,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,11.0,4.0,INTERMEDIATE,11.0,False,92.453,33.017,19.392,40.044,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,12.0,4.0,INTERMEDIATE,12.0,False,91.591,32.767,19.302,39.522,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,13.0,4.0,INTERMEDIATE,13.0,False,91.271,32.572,19.292,39.407,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,14.0,4.0,INTERMEDIATE,14.0,False,90.639,32.137,19.124,39.378,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,15.0,4.0,INTERMEDIATE,15.0,False,90.328,31.945,18.879,39.504,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,16.0,4.0,INTERMEDIATE,16.0,False,90.592,31.921,19.071,39.6,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,17.0,4.0,INTERMEDIATE,17.0,False,93.392,32.432,19.003,41.957,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,18.0,4.0,INTERMEDIATE,18.0,False,92.169,32.55,18.956,40.663,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,19.0,4.0,INTERMEDIATE,19.0,False,91.939,32.547,19.002,40.39,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,20.0,4.0,INTERMEDIATE,20.0,False,91.598,32.354,19.009,40.235,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,21.0,4.0,INTERMEDIATE,21.0,False,91.177,32.272,18.898,40.007,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,22.0,4.0,INTERMEDIATE,22.0,False,91.04,32.48,18.943,39.617,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,23.0,4.0,INTERMEDIATE,23.0,False,90.686,32.099,18.912,39.675,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,24.0,4.0,INTERMEDIATE,24.0,False,90.978,32.243,18.994,39.741,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,25.0,4.0,INTERMEDIATE,25.0,False,90.845,32.279,18.911,39.655,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,26.0,4.0,INTERMEDIATE,26.0,False,90.293,32.159,18.938,39.196,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,27.0,4.0,INTERMEDIATE,27.0,False,89.731,31.904,18.868,38.959,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,28.0,4.0,INTERMEDIATE,28.0,False,89.411,31.769,18.848,38.794,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,29.0,4.0,INTERMEDIATE,29.0,False,89.043,31.543,18.815,38.685,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,30.0,4.0,INTERMEDIATE,30.0,False,88.237,31.103,18.635,38.499,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,31.0,4.0,INTERMEDIATE,31.0,False,88.127,31.123,18.741,38.263,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,32.0,4.0,INTERMEDIATE,32.0,False,88.208,30.905,18.89,38.413,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,33.0,4.0,INTERMEDIATE,33.0,False,88.046,30.905,18.81,38.331,,,12,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,34.0,4.0,INTERMEDIATE,34.0,False,128.598,38.569,29.499,60.53,0 days 02:09:24.559000,,24,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,35.0,5.0,MEDIUM,1.0,True,124.508,46.794,27.33,50.384,,0 days 02:09:43.218000,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,36.0,5.0,MEDIUM,2.0,True,116.334,33.284,30.201,52.849,,,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,37.0,5.0,MEDIUM,3.0,True,,46.632,40.725,75.519,,,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,38.0,5.0,MEDIUM,4.0,True,137.91,40.652,41.364,55.894,,,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,39.0,5.0,MEDIUM,5.0,True,132.714,42.699,36.267,53.748,,,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,40.0,5.0,MEDIUM,6.0,True,131.498,43.488,33.721,54.289,,,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,41.0,5.0,MEDIUM,7.0,True,132.004,44.791,29.249,57.964,,,41,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,42.0,5.0,MEDIUM,8.0,True,85.317,30.288,18.886,36.143,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,43.0,5.0,MEDIUM,9.0,True,83.081,28.878,18.569,35.634,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,44.0,5.0,MEDIUM,10.0,True,86.789,28.766,18.154,39.869,,,12,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,45.0,5.0,MEDIUM,11.0,True,92.874,29.993,18.865,44.016,,,21,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,46.0,5.0,MEDIUM,12.0,True,112.606,31.037,19.186,62.383,0 days 02:32:42.968000,,1,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,47.0,6.0,INTERMEDIATE,1.0,True,127.213,40.7,31.56,54.953,,0 days 02:33:01.788000,124,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,48.0,6.0,INTERMEDIATE,2.0,True,122.406,38.909,23.85,59.647,,,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,49.0,6.0,INTERMEDIATE,3.0,True,144.892,51.981,32.432,60.479,,,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,50.0,6.0,INTERMEDIATE,4.0,True,142.085,52.682,32.177,57.226,,,4,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,51.0,6.0,INTERMEDIATE,5.0,True,133.879,47.272,29.576,57.031,,,41,False
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,52.0,6.0,INTERMEDIATE,6.0,True,93.864,34.079,19.408,40.377,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,53.0,6.0,INTERMEDIATE,7.0,True,90.859,32.113,19.031,39.715,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,54.0,6.0,INTERMEDIATE,8.0,True,89.1,31.437,18.688,38.975,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,55.0,6.0,INTERMEDIATE,9.0,True,88.538,30.812,18.798,38.928,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,56.0,6.0,INTERMEDIATE,10.0,True,87.921,30.695,18.32,38.906,,,1,True
2025,1,Australian Grand Prix,Melbourne,VER,Red Bull Racing,57.0,6.0,INTERMEDIATE,11.0,True,87.4,30.421,18.285,38.694,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,1.0,1.0,INTERMEDIATE,1.0,True,134.132,,21.554,65.755,,,124,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,2.0,1.0,INTERMEDIATE,2.0,True,,55.855,35.135,80.32,0 days 01:15:53.611000,,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,3.0,2.0,INTERMEDIATE,3.0,False,,50.51,36.049,76.333,0 days 01:18:36.076000,0 days 01:16:08.591000,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,4.0,3.0,INTERMEDIATE,4.0,False,,50.36,32.205,72.024,0 days 01:21:12.398000,0 days 01:18:51.914000,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,5.0,4.0,INTERMEDIATE,5.0,False,141.36,51.18,30.446,59.734,,0 days 01:21:27.130000,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,6.0,4.0,INTERMEDIATE,6.0,False,139.952,43.258,34.952,61.742,,,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,7.0,4.0,INTERMEDIATE,7.0,False,126.733,42.713,29.764,54.256,,,41,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,8.0,4.0,INTERMEDIATE,8.0,False,98.441,35.761,20.439,42.241,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,9.0,4.0,INTERMEDIATE,9.0,False,96.062,34.775,19.939,41.348,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,10.0,4.0,INTERMEDIATE,10.0,False,95.527,34.369,19.784,41.374,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,11.0,4.0,INTERMEDIATE,11.0,False,94.702,33.715,19.771,41.216,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,12.0,4.0,INTERMEDIATE,12.0,False,94.227,33.48,19.64,41.107,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,13.0,4.0,INTERMEDIATE,13.0,False,93.275,33.245,19.662,40.368,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,14.0,4.0,INTERMEDIATE,14.0,False,92.859,32.923,19.508,40.428,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,15.0,4.0,INTERMEDIATE,15.0,False,92.744,33.106,19.515,40.123,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,16.0,4.0,INTERMEDIATE,16.0,False,92.445,32.952,19.527,39.966,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,17.0,4.0,INTERMEDIATE,17.0,False,92.795,32.773,19.338,40.684,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,18.0,4.0,INTERMEDIATE,18.0,False,93.124,32.863,19.329,40.932,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,19.0,4.0,INTERMEDIATE,19.0,False,92.462,32.918,19.141,40.403,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,20.0,4.0,INTERMEDIATE,20.0,False,92.327,32.703,19.09,40.534,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,21.0,4.0,INTERMEDIATE,21.0,False,92.323,32.86,19.181,40.282,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,22.0,4.0,INTERMEDIATE,22.0,False,92.355,32.63,19.183,40.542,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,23.0,4.0,INTERMEDIATE,23.0,False,92.438,32.769,19.18,40.489,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,24.0,4.0,INTERMEDIATE,24.0,False,92.035,32.624,19.219,40.192,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,25.0,4.0,INTERMEDIATE,25.0,False,91.622,32.743,19.12,39.759,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,26.0,4.0,INTERMEDIATE,26.0,False,90.928,32.305,19.052,39.571,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,27.0,4.0,INTERMEDIATE,27.0,False,90.635,32.169,19.002,39.464,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,28.0,4.0,INTERMEDIATE,28.0,False,90.382,32.019,18.955,39.408,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,29.0,4.0,INTERMEDIATE,29.0,False,90.051,31.855,18.938,39.258,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,30.0,4.0,INTERMEDIATE,30.0,False,90.124,31.654,18.998,39.472,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,31.0,4.0,INTERMEDIATE,31.0,False,89.299,31.513,18.869,38.917,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,32.0,4.0,INTERMEDIATE,32.0,False,89.383,31.618,18.85,38.915,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,33.0,4.0,INTERMEDIATE,33.0,False,111.3,31.296,18.975,61.029,0 days 02:08:17.990000,,124,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,34.0,5.0,HARD,1.0,True,145.049,53.338,42.356,49.355,,0 days 02:08:37.599000,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,35.0,5.0,HARD,2.0,True,105.531,35.632,28.822,41.077,,,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,36.0,5.0,HARD,3.0,True,101.62,32.286,29.596,39.738,,,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,37.0,5.0,HARD,4.0,True,127.218,31.629,29.727,65.862,,,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,38.0,5.0,HARD,5.0,True,139.376,38.274,39.552,61.55,,,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,39.0,5.0,HARD,6.0,True,131.226,38.456,36.07,56.7,,,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,40.0,5.0,HARD,7.0,True,130.476,40.824,35.543,54.109,,,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,41.0,5.0,HARD,8.0,True,126.368,43.945,29.012,53.411,,,41,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,42.0,5.0,HARD,9.0,True,87.942,31.318,18.881,37.743,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,43.0,5.0,HARD,10.0,True,85.02,29.787,18.627,36.606,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,44.0,5.0,HARD,11.0,True,88.332,29.467,18.594,40.271,,,12,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,45.0,5.0,HARD,12.0,True,92.969,30.352,18.899,43.718,,,21,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,46.0,5.0,HARD,13.0,True,116.069,33.157,18.982,63.93,0 days 02:32:55.194000,,1,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,47.0,6.0,INTERMEDIATE,1.0,True,126.74,45.479,24.021,57.24,,0 days 02:33:14.929000,124,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,48.0,6.0,INTERMEDIATE,2.0,True,121.785,41.932,22.835,57.018,,,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,49.0,6.0,INTERMEDIATE,3.0,True,144.669,48.264,32.422,63.983,,,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,50.0,6.0,INTERMEDIATE,4.0,True,137.754,49.575,30.79,57.389,,,4,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,51.0,6.0,INTERMEDIATE,5.0,True,131.745,46.466,28.377,56.902,,,41,False
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,52.0,6.0,INTERMEDIATE,6.0,True,96.326,35.475,19.5,41.351,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,53.0,6.0,INTERMEDIATE,7.0,True,92.297,32.856,19.045,40.396,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,54.0,6.0,INTERMEDIATE,8.0,True,94.967,35.345,19.237,40.385,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,55.0,6.0,INTERMEDIATE,9.0,True,92.316,33.195,19.199,39.922,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,56.0,6.0,INTERMEDIATE,10.0,True,90.866,31.867,19.159,39.84,,,1,True
2025,1,Australian Grand Prix,Melbourne,GAS,Alpine,57.0,6.0,INTERMEDIATE,11.0,True,91.312,31.774,19.075,40.463,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,1.0,1.0,INTERMEDIATE,1.0,True,142.352,,22.829,69.366,,,124,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,2.0,1.0,INTERMEDIATE,2.0,True,,55.459,32.481,81.86,0 days 01:16:01.429000,,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,3.0,2.0,INTERMEDIATE,3.0,False,,51.498,33.08,80.177,0 days 01:18:43.529000,0 days 01:16:16.265000,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,4.0,3.0,INTERMEDIATE,4.0,False,,49.814,32.851,71.933,0 days 01:21:21.148000,0 days 01:18:59.964000,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,5.0,4.0,INTERMEDIATE,5.0,False,139.163,49.979,30.052,59.132,,0 days 01:21:35.283000,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,6.0,4.0,INTERMEDIATE,6.0,False,141.111,42.289,35.787,63.035,,,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,7.0,4.0,INTERMEDIATE,7.0,False,123.412,41.182,30.645,51.585,,,41,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,8.0,4.0,INTERMEDIATE,8.0,False,98.729,35.912,20.482,42.335,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,9.0,4.0,INTERMEDIATE,9.0,False,96.312,34.903,19.945,41.464,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,10.0,4.0,INTERMEDIATE,10.0,False,95.27,34.187,19.577,41.506,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,11.0,4.0,INTERMEDIATE,11.0,False,94.678,33.964,19.627,41.087,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,12.0,4.0,INTERMEDIATE,12.0,False,95.385,34.18,19.476,41.729,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,13.0,4.0,INTERMEDIATE,13.0,False,93.697,33.611,19.396,40.69,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,14.0,4.0,INTERMEDIATE,14.0,False,93.802,33.699,19.47,40.633,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,15.0,4.0,INTERMEDIATE,15.0,False,92.212,33.126,19.42,39.666,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,16.0,4.0,INTERMEDIATE,16.0,False,97.326,37.533,19.464,40.329,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,17.0,4.0,INTERMEDIATE,17.0,False,92.312,33.045,19.059,40.208,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,18.0,4.0,INTERMEDIATE,18.0,False,92.181,32.902,19.203,40.076,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,19.0,4.0,INTERMEDIATE,19.0,False,91.942,32.822,19.108,40.012,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,20.0,4.0,INTERMEDIATE,20.0,False,91.319,32.598,19.093,39.628,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,21.0,4.0,INTERMEDIATE,21.0,False,91.042,32.385,18.992,39.665,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,22.0,4.0,INTERMEDIATE,22.0,False,91.887,32.452,18.953,40.482,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,23.0,4.0,INTERMEDIATE,23.0,False,91.324,32.454,19.041,39.829,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,24.0,4.0,INTERMEDIATE,24.0,False,90.822,32.33,18.978,39.514,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,25.0,4.0,INTERMEDIATE,25.0,False,90.706,32.088,19.045,39.573,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,26.0,4.0,INTERMEDIATE,26.0,False,91.299,32.94,18.942,39.417,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,27.0,4.0,INTERMEDIATE,27.0,False,90.463,32.082,18.871,39.51,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,28.0,4.0,INTERMEDIATE,28.0,False,90.716,32.111,18.504,40.101,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,29.0,4.0,INTERMEDIATE,29.0,False,89.919,31.785,18.794,39.34,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,30.0,4.0,INTERMEDIATE,30.0,False,89.794,31.823,18.759,39.212,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,31.0,4.0,INTERMEDIATE,31.0,False,89.245,31.583,18.748,38.914,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,32.0,4.0,INTERMEDIATE,32.0,False,89.032,31.369,18.773,38.89,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,33.0,4.0,INTERMEDIATE,33.0,False,112.635,31.156,19.488,61.991,0 days 02:08:23.095000,,124,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,34.0,5.0,HARD,1.0,True,142.596,50.26,41.918,50.418,,0 days 02:08:42.155000,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,35.0,5.0,HARD,2.0,True,104.67,35.474,28.102,41.094,,,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,36.0,5.0,HARD,3.0,True,101.655,32.604,29.457,39.594,,,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,37.0,5.0,HARD,4.0,True,127.298,31.948,30.64,64.71,,,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,38.0,5.0,HARD,5.0,True,139.681,38.143,39.653,61.885,,,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,39.0,5.0,HARD,6.0,True,131.642,38.95,35.025,57.667,,,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,40.0,5.0,HARD,7.0,True,129.615,39.633,35.891,54.091,,,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,41.0,5.0,HARD,8.0,True,126.22,44.333,28.681,53.206,,,41,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,42.0,5.0,HARD,9.0,True,87.505,30.908,19.021,37.576,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,43.0,5.0,HARD,10.0,True,84.901,29.606,18.461,36.834,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,44.0,5.0,HARD,11.0,True,108.276,29.991,18.732,59.553,0 days 02:29:44.044000,,12,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,45.0,6.0,INTERMEDIATE,1.0,True,95.593,37.157,19.091,39.345,,0 days 02:30:06.012000,21,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,46.0,6.0,INTERMEDIATE,2.0,True,90.78,31.827,18.635,40.318,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,47.0,6.0,INTERMEDIATE,3.0,True,125.75,34.497,33.267,57.986,,,124,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,48.0,6.0,INTERMEDIATE,4.0,True,118.429,40.189,21.083,57.157,,,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,49.0,6.0,INTERMEDIATE,5.0,True,144.964,51.54,31.716,61.708,,,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,50.0,6.0,INTERMEDIATE,6.0,True,140.284,51.512,30.864,57.908,,,4,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,51.0,6.0,INTERMEDIATE,7.0,True,132.971,46.897,29.666,56.408,,,41,False
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,52.0,6.0,INTERMEDIATE,8.0,True,95.008,34.277,19.53,41.201,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,53.0,6.0,INTERMEDIATE,9.0,True,91.398,32.679,19.001,39.718,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,54.0,6.0,INTERMEDIATE,10.0,True,90.562,32.258,18.783,39.521,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,55.0,6.0,INTERMEDIATE,11.0,True,90.602,31.97,18.49,40.142,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,56.0,6.0,INTERMEDIATE,12.0,True,88.149,31.023,18.341,38.785,,,1,True
2025,1,Australian Grand Prix,Melbourne,ANT,Mercedes,57.0,6.0,INTERMEDIATE,13.0,True,88.65,31.048,18.709,38.893,,,1,True
2025,1,Australian Grand Prix,Melbourne,ALO,Aston Martin,1.0,1.0,INTERMEDIATE,1.0,True,137.178,,22.171,67.034,,,124,False
2025,1,Australian Grand Prix,Melbourne,ALO,Aston Martin,2.0,1.0,INTERMEDIATE,2.0,True,,55.076,34.64,79.692,0 days 01:15:54.830000,,4,False
2025,1,Australian Grand Prix,Melbourne,ALO,Aston Martin,3.0,2.0,INTERMEDIATE,3.0,False,,52.882,33.441,77.022,0 days 01:18:37.191000,0 days 01:16:10.400000,4,False
2025,1,Australian Grand Prix,Melbourne,ALO,Aston Martin,4.0,3.0,INTERMEDIATE,4.0,False,,52.331,32.068,70.307,0 days 01:21:13.968000,0 days 01:18:53.529000,4,False
2025,1,Australian Grand Prix,Melbourne,ALO,Aston Martin,5.0,4.0,INTERMEDIATE,5.0,False,142.181,52.318,29.721,60.142,,0 days 01:21:29.030000,4,False
